Title,Body
"How to resolve the error: Message: fsockopen(): unable to connect to ssl://smtp.gmail.com:465 (Connection refused)","<p>I'm using <strong>codeigniter</strong> I created one email function to send email to particular email ID</p>

<pre><code>public function email($email){
        $config['protocol'] = 'smtp';
        $config['smtp_host'] = 'ssl://smtp.gmail.com';
        $config['smtp_timeout']=5;
        $config['smtp_port'] = '465';
        $config['smtp_user'] = 'MyEmailID@gmail.com';
        $config['smtp_pass'] = '********************';
        $config['mailtype'] = 'html';
        $config['charset'] = 'utf-8';
        $config['newline'] = ""\r\n"";
        $config['wordwrap'] = TRUE;
        $this-&gt;load-&gt;library('email');
        $this-&gt;email-&gt;initialize($config);

        $this-&gt;email-&gt;from('MyEmailID@gmail.com', 'MyEmailID');
        $this-&gt;email-&gt;to($email);
        $this-&gt;email-&gt;subject('My Subject');
        $this-&gt;email-&gt;message('My Message');
        return $this-&gt;email-&gt;send();
    }
</code></pre>

<p>That's working nice in my local machine but when I uploaded that code to <strong>hosting server</strong> (<em>I'm using <strong>Godaddy</strong> hosting</em>) I'm getting following error:</p>

<blockquote>
  <p>A PHP Error was encountered</p>
  
  <p>Severity: Warning</p>
  
  <p>Message: fsockopen(): unable to connect to ssl://smtp.gmail.com:465
  (Connection refused)</p>
  
  <p>Filename: libraries/Email.php</p>
  
  <p>Line Number: 2020</p>
  
  <p>Backtrace:</p>
  
  <p>File: /home/MyDir/public_html/application/models/BasicModel.php
  Line: 47 Function: send</p>
  
  <p>File: /home/MyDir/public_html/application/controllers/Login.php
  Line: 48 Function: email</p>
  
  <p>File: /home/MyDir/public_html/index.php Line: 315 Function:
  require_once</p>
</blockquote>
"
"PhpMailer vs. SwiftMailer?","<p>I'm building a fairly simple PHP script that will need to send some emails with attachments. I've found these 2 libraries to do this. </p>

<p>Does either one have significant advantages over the other? Or should I just pick one at random and be done with it?</p>
"
"Is there any way to track whether an email has been opened?","<p>I'm beginning to work on mailing-list software we use internally <strong>(EDIT: though we send emails externally as well, so we can't enforce policy on mail clients)</strong>.  Is there any way to track whether, when I send an email to a particular user, that email has been opened as opposed to being marked as junk or being deleted without being opened?</p>

<p>The simplest approach that I thought of was to serve a one-pixel custom image that would need to be loaded from our servers, but a number of mail clients block this approach.  Is there an alternate approach that gets better data?  </p>
"
"An unhandled exception of type 'System.Net.Mail.SmtpException' occurred in System.dll","<p>I'm trying out very simple tutorial on how to send e-mail via <code>.NET</code> and <code>C#</code>. However when I try to execute the code I got the following exception:</p>

<blockquote>
  <p><strong>An unhandled exception of type 'System.Net.Mail.SmtpException' occurred in System.dll Additional information: The operation has timed
  out.</strong></p>
</blockquote>

<p>So what I have done is to find the server settings to which I want to send mails to. This is very popular in my country:</p>

<pre><code>Incoming settings

Protocol -&gt; POP
Email address -&gt; username@abv.bg
Username -&gt; username@abv.bg
Password -&gt; password
POP server -&gt; pop3.abv.bg
Security type -&gt; SSL
Server port -&gt; 995

Outgoing server settings

Username -&gt; username@abv.bg
Password -&gt; password
SMTP server -&gt; smtp.abv.bg
Security type -&gt; SSL
Server port -&gt; 465
</code></pre>

<p>then I created a <code>Console project</code> and in my main method I have this code:</p>

<pre><code>        SmtpClient client = new SmtpClient(""smtp.abv.bg"");
        client.Port = 465;
        client.EnableSsl = true;
        client.Timeout = 100000;
        client.DeliveryMethod = SmtpDeliveryMethod.Network;
        client.UseDefaultCredentials = false;
        client.Credentials = new NetworkCredential(
         ""username@abv.bg"", ""password"");

        MailMessage msg = new MailMessage();
        msg.To.Add(""username@abv.bg"");
        msg.From = new MailAddress(""username@abv.bg"");
        msg.Subject = ""Test subject"";
        msg.Body = ""Test test test..."";
        client.Send(msg);
</code></pre>

<p>Since I have no experience with this I just try the code as you see it. No additional settings anywhere. The only thing that I think should not be problem but I think worth mentioning that here:</p>

<pre><code>         client.Credentials = new NetworkCredential(
         ""username@abv.bg"", ""password"");
</code></pre>

<p>and here:</p>

<pre><code>         msg.To.Add(""username@abv.bg"");
</code></pre>

<p>I'm using the same e-mail. But I think this shouldn't be a problem. Any idea what am I doing wrong here?</p>
"
"A tool to convert email to html","<p>Is there a programmatic tool that converts an email (rfc822 with mime and attachments) into html? It can be a python/perl/java library/module or a command line linux tool. I need to create a valid html (even if some parts of email aren't so valid). I don't need to check for virii and spam because the mail is assumed to be already cleared. A plus is to check for obviously dangerous things like javascripts and remote images but I can do it myself once I have a proper html.</p>
<p>The program is meant to be run from a script, so advice requiring human intervention is not relevant unless it can be run from Linux-based headless server, because it is meant to be run from a server script.</p>
<p>Yes, there is <a href=""http://www.mhonarc.org/"" rel=""nofollow noreferrer"">mhonarc</a> but it looks a bit obsolete and it generates many perl warnings.</p>
<p>I also tried python's mailparser but it looks it lacks a converter to html.</p>
"
"How do I use STARTTLS with swiftmailer in php?","<p>this is my first question here so bare with me.</p>
<p>How do I use STARTTLS with swiftmailer in php?</p>
<p>I am currently on Laravel 7.x running on PHP 7.3.</p>
<p>I need to connect to the Office365 SMTP server, which unforunately only support STARTTLS.
I cannot use another provider than Office365 due to another company infrastructure, so my options are limited.</p>
<p>My problem is that when i give STARTTLS as the mail encryption and attempt to connect to / send mails trough the SMTP server, I recieve the following error:</p>
<blockquote>
<p>[2020-06-25 11:15:21] stage.ERROR: Connection could not be established with host smtp.office365.com :stream_socket_client(): unable to connect to starttls://smtp.office365.com:587 (Unable to find the socket transport &quot;starttls&quot; - did you forget to enable it when you configured PHP?) {&quot;userId&quot;:1,&quot;exception&quot;:&quot;[object] (Swift_TransportException(code: 0): Connection could not be established with host smtp.office365.com :stream_socket_client(): unable to connect to starttls://smtp.office365.com:587 (Unable to find the socket transport &quot;starttls&quot; - did you forget to enable it when you configured PHP?) at /home/forge/censoreddomain.com/releases/20200615132510/src/vendor/swiftmailer/swiftmailer/lib/classes/Swift/Transport/StreamBuffer.php:269)</p>
</blockquote>
<p>My .env config mail section:</p>
<pre><code>MAIL_DRIVER=smtp
MAIL_HOST=smtp.office365.com
MAIL_PORT=587
MAIL_USERNAME=XXXX@XXXX.se
MAIL_PASSWORD=XXXXXXXtXVF
MAIL_ENCRYPTION=starttls
</code></pre>
"
"How to insert an animated image into an email body only for Outlook 2013?","<p>I am trying to insert a .gif into the body of an email, and have it display in Outlook.</p>

<p>I have tried by going Insert → Pictures, but it converts the .gif into a static image form even though the original is animated.</p>

<p>What can I do to get an animated image in Outlook?</p>
"
"How to configure .env file avoid spam mail in Laravel 5.4","<p>I am working with Laravel 5.4. When I am sending mail from Local server  mail is going to the inbox folder working fine, configure file <strong>.env</strong> following :-</p>

<pre><code>MAIL_DRIVER=smtp
MAIL_HOST=smtp.gmail.com
MAIL_PORT=587
MAIL_USERNAME=email
MAIL_PASSWORD=password
MAIL_ENCRYPTION=tls
</code></pre>

<p>After that I shift to live server and I configure the <strong>.env</strong> file following:-></p>

<pre><code>MAIL_DRIVER=sendmail
MAIL_HOST=smtp.gmail.com
MAIL_PORT=465
MAIL_USERNAME=null
MAIL_PASSWORD=null
MAIL_ENCRYPTION=ssl
</code></pre>

<p>mail receive but in spam folder.How to avoid from spam folder.</p>

<p>Here is my Controller  function</p>

<pre><code>function createSchool(Request $request){

        $this-&gt;validator($request-&gt;all())-&gt;validate();

        $user = $this-&gt;create($request-&gt;all());

        if($user){

            $mailInformation = $request-&gt;all();

            if($mailInformation){

                Mail::to($request-&gt;user())
                -&gt;cc($mailInformation['email'])
                -&gt;send(new SchoolRegistration($mailInformation)); 
            }

            return redirect('admin/schools')-&gt;with('success', 'School  added Successfully');
        }
    }
</code></pre>
"
"Error sending email: raise SMTPAuthenticationError(code, resp)","<p>Im trying to send emails with smtp module, but Im having an error:</p>

<pre><code>File ""/usr/lib/python2.7/smtplib.py"", in login    
 raise SMTPAuthenticationError(code, resp) smtplib.SMTPAuthenticationError: (534, '5.7.14)...
</code></pre>

<p>Someone already had this error? Do you know how to fix?</p>

<p>The code:</p>

<pre><code>def sendNotification():
    recepients_list = ""emailsmtplibtest@gmail.com""
    subject = 'Subject'
    message = ""Message"" 
    sendemail(recepients_list,subject,message)

def sendemail(to_addr_list, subject, message):
    username = 'emailsmtplibtest@gmail.com'
    password = 'passtest'   
    from_addr = 'emailsmtplibtest@gmail.com'    
    server = smtplib.SMTP('smtp.gmail.com', 587)
    server.ehlo()
    server.starttls()
    server.login(username,password)
    newmessage = '\r\n'.join([
              'To: %s' %recepient_list,
               'From: %s' % from_addr,
                'Subject: %s' %subject,
                '',
                message
                ])
    try:    
        server.sendemail(from_addr, to_addr_list,newmessage)
        print 'notification sent'
    except:
        print 'error sending notification'
    server.quit()


sendNotification()
</code></pre>
"
"Gmail responds with ""Not valid RFC 5321 address"" error for RCPT but not MAIL verb","<p>In the context of writing an MSA (of sorts) for our application I'm currently writing some code to test if it is possible to connect to a given address to send mail, including if authentication is required.</p>

<p>To test for the latter I pretend to be sending an email from the (fictional)  address with the same address used for the recipient.</p>

<p>I use this approach,  although I'd rather not have to, since I need to be able to send both a MAIL verb and an RCPT verb to the server. The reason for this is, as far as I can tell, no verb prior to sending MAIL (i.e. EHLO, STARTTLS, AUTH etc.) will elicit an error if authentication is missing. Some servers, such as Gmail, respond with an error on sending an unauthorized MAIL, but others only react once I try to add a recipient, hence the need for both verbs.</p>

<p>The reason I use an IP address instead of a domain name in the fictional mail is that I do not necessarily have access to a domain name at that point. I know it isn't pretty, but it is legal. Provided the IP address is specified according to RFC 5321.</p>

<p>The funny thing is that Gmail will accept the MAIL verb using the fictional mail address, but will throw a 553 error when the same address is used for the recipient complaining it isn't a valid RFC 5321 address.</p>

<pre><code>SEND: ""MAIL FROM:&lt;test@[IPv6:fe80::105e:c040:c56c:b8bc]&gt;""
RECV: ""250 2.1.0 OK s82sm4688131lja.26 - gsmtp""
SEND: ""RCPT TO:&lt;test@[IPv6:fe80::105e:c040:c56c:b8bc]&gt;""
RECV: ""553-5.1.2 The recipient address &lt;test@[ipv6:fe80::105e:c040:c56c:b8bc]&gt; is not a""
      ""553 5.1.2 valid RFC-5321 address. s82sm4688131lja.26 - gsmtp""
</code></pre>

<p>I should note that I've tried this both with and without the IPv6 prefix. Without it, another SMTP server running on Postfix complains. The Postfix-based server is coincidentally one of those not throwing an error when sending the MAIL verb unauthenticated.</p>

<p>This issue with Gmail isn't limited to IPv6 addresses, by the way. Switching to an IPv4 address produces the same result. Neither does the issue seem to be linked to local addresses. The MAIL verb is accepted, the RCPT verb fails.</p>

<p>As far as I can tell what I provide is a proper  RFC 5321 compliant address. What's going on? Where do I go wrong? At first glance the problem seems to be with GMail/GSMTP.</p>
"
"Gmail SMTP error - Temporary block?","<p>I am using Gmail servers to send email from my system, with a program.
Recently I started getting errors like this:  </p>

<blockquote>
  <p>Data command failed: 421 4.7.0 Temporary System Problem.  Try again later (WS). 6sm3756432pab.11 - gsmtp</p>
</blockquote>

<p>The reasons are given in <a href=""https://support.google.com/a/answer/3726730?hl=en"" rel=""noreferrer"">the support</a>.</p>

<p>Can anybody tell me what is the number of emails that can trigger this issue? </p>

<p>Or is it because of some other reasons?</p>
"
"How do I set up mailto for bcc only","<p>I have a mailto link that I would like to populate the bcc only. Is that possible?</p>
"
"Sending BCC emails using a SMTP server?","<p>I've had this noted down on some of my code for a while:</p>

<pre><code>/**
 * Add a BCC.
 *
 * Note that according to the conventions of the SMTP protocol all
 * addresses, including BCC addresses, are included in every email as it
 * is sent over the Internet. The BCC addresses are stripped off blind
 * copy email only at the destination email server.
 *
 * @param string $email
 * @param string $name
 * @return object Email
 */
</code></pre>

<p>I don't remember where I got it from (<a href=""http://www.livinginternet.com/e/ea_bcc.htm"" rel=""noreferrer"">possible source</a>) but that shouldn't be relevant to this question. Basically, whenever I try to send an email with BCCs via SMTP the BCC addresses are not hidden - I've read the whole RFC for the SMTP protocol (a couple years ago) and I don't think I'm missing anything.</p>

<p>The strange thing is, if I send an email with BCCs using the <strong><a href=""http://www.php.net/manual/en/function.mail.php"" rel=""noreferrer"">built-in <code>mail()</code> function</a></strong> everything works just right and I've no idea why - I would like to roll my own email sender but I fail to understand this.</p>

<p>Can someone please shed some light into this dark subject?</p>
"
